,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population,Mandate-4-2020,Mandate-5-2020,Mandate-6-2020,Mandate-7-2020
2158,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2159,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,15-24 years,0.0,48.0,0.0,0.0,0.0,0.0,,6747554.0,0,0,0,1
2160,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,25-34 years,0.0,86.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2161,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,35-44 years,0.0,114.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2162,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,45-54 years,0.0,213.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2163,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,55-64 years,0.0,516.0,27.0,0.0,0.0,28.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2164,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,65-74 years,0.0,728.0,43.0,0.0,0.0,44.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2165,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,75-84 years,0.0,740.0,67.0,0.0,0.0,75.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2166,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Male,85 years and over,0.0,682.0,69.0,0.0,0.0,71.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2167,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,Under 1 year,0.0,20.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2168,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2169,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2170,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,15-24 years,0.0,30.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2171,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,25-34 years,0.0,46.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2172,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,35-44 years,0.0,69.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2173,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,45-54 years,0.0,122.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2174,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,55-64 years,0.0,321.0,19.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2175,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,65-74 years,0.0,596.0,37.0,0.0,0.0,41.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2176,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,75-84 years,0.0,754.0,59.0,0.0,0.0,65.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2177,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Indiana,Female,85 years and over,0.0,1123.0,105.0,0.0,0.0,113.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6747554.0,0,0,0,1
2178,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,Under 1 year,0.0,22.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2179,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2180,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2181,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,15-24 years,0.0,45.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2182,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,25-34 years,0.0,76.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2183,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,35-44 years,0.0,105.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2184,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,45-54 years,0.0,202.0,10.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2185,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,55-64 years,0.0,478.0,27.0,0.0,0.0,29.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2186,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,65-74 years,0.0,642.0,55.0,0.0,0.0,60.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2187,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,75-84 years,0.0,706.0,62.0,0.0,0.0,70.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2188,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Male,85 years and over,0.0,625.0,53.0,0.0,0.0,56.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2189,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,Under 1 year,0.0,22.0,0.0,0.0,0.0,0.0,,6749693.0,0,0,0,1
2190,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2191,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2192,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0,,6749693.0,0,0,0,1
2193,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,25-34 years,0.0,39.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2194,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,35-44 years,0.0,47.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2195,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,45-54 years,0.0,127.0,13.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2196,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,55-64 years,0.0,337.0,19.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2197,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,65-74 years,0.0,510.0,40.0,0.0,0.0,46.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2198,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,75-84 years,0.0,747.0,63.0,0.0,0.0,67.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6749693.0,0,0,0,1
2199,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Indiana,Female,85 years and over,0.0,1066.0,66.0,0.0,10.0,76.0,,6749693.0,0,0,0,1
2200,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0,,6751521.0,0,0,0,1
2201,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2202,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2203,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,15-24 years,0.0,43.0,0.0,0.0,0.0,0.0,,6751521.0,0,0,0,1
2204,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,25-34 years,0.0,87.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2205,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,35-44 years,0.0,123.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2206,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,45-54 years,0.0,211.0,15.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2207,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,55-64 years,0.0,503.0,42.0,0.0,0.0,52.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2208,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,65-74 years,19.0,719.0,66.0,13.0,0.0,79.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2209,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,75-84 years,24.0,809.0,81.0,13.0,0.0,97.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2210,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Male,85 years and over,15.0,638.0,65.0,0.0,0.0,78.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2211,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0,,6751521.0,0,0,0,1
2212,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2213,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2214,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,15-24 years,0.0,12.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2215,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,25-34 years,0.0,41.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2216,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,35-44 years,0.0,54.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2217,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,45-54 years,0.0,129.0,10.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2218,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,55-64 years,0.0,323.0,34.0,0.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2219,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,65-74 years,10.0,525.0,46.0,0.0,0.0,53.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2220,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,75-84 years,16.0,778.0,67.0,0.0,0.0,84.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2221,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Indiana,Female,85 years and over,12.0,1191.0,90.0,0.0,11.0,108.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6751521.0,0,0,0,1
2222,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,Under 1 year,0.0,19.0,0.0,0.0,0.0,0.0,,6752993.0,0,0,0,1
2223,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2224,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2225,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,15-24 years,0.0,41.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2226,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,25-34 years,0.0,100.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2227,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,35-44 years,0.0,119.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2228,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,45-54 years,19.0,207.0,16.0,0.0,0.0,29.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2229,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,55-64 years,86.0,559.0,84.0,43.0,0.0,128.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2230,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,65-74 years,159.0,758.0,141.0,83.0,0.0,218.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2231,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,75-84 years,171.0,853.0,149.0,83.0,0.0,237.0,,6752993.0,0,0,0,1
2232,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Male,85 years and over,165.0,754.0,129.0,76.0,0.0,219.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2233,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,Under 1 year,0.0,17.0,0.0,0.0,0.0,0.0,,6752993.0,0,0,0,1
2234,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2235,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2236,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,15-24 years,0.0,21.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2237,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,25-34 years,0.0,43.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2238,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,35-44 years,0.0,58.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2239,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,45-54 years,12.0,155.0,15.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2240,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,55-64 years,36.0,328.0,46.0,21.0,0.0,62.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2241,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,65-74 years,89.0,603.0,101.0,48.0,0.0,145.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2242,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,75-84 years,153.0,786.0,111.0,63.0,0.0,202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2243,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Indiana,Female,85 years and over,226.0,1301.0,156.0,81.0,0.0,303.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6752993.0,0,0,0,1
2244,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,Under 1 year,0.0,23.0,0.0,0.0,0.0,0.0,,6754072.0,0,0,0,1
2245,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2246,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2247,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,15-24 years,0.0,63.0,0.0,0.0,0.0,0.0,,6754072.0,0,0,0,1
2248,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,25-34 years,0.0,145.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2249,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,35-44 years,0.0,131.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2250,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,45-54 years,17.0,242.0,22.0,0.0,0.0,31.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2251,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,55-64 years,47.0,547.0,48.0,24.0,0.0,71.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2252,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,65-74 years,108.0,744.0,78.0,45.0,0.0,141.0,,6754072.0,0,0,0,1
2253,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,75-84 years,129.0,795.0,117.0,51.0,0.0,196.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2254,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Male,85 years and over,134.0,696.0,86.0,47.0,0.0,174.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2255,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,Under 1 year,0.0,22.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2256,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2257,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2258,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2259,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,25-34 years,0.0,45.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2260,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,35-44 years,0.0,73.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2261,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,45-54 years,0.0,127.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2262,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,55-64 years,33.0,358.0,32.0,15.0,0.0,51.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2263,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,65-74 years,76.0,575.0,63.0,23.0,0.0,116.0,,6754072.0,0,0,0,1
2264,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,75-84 years,145.0,770.0,101.0,58.0,0.0,188.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754072.0,0,0,0,1
2265,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Indiana,Female,85 years and over,243.0,1235.0,105.0,59.0,0.0,289.0,,6754072.0,0,0,0,1
2266,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Indiana,Male,Under 1 year,0.0,14.0,0.0,0.0,0.0,0.0,,6754731.0,0,0,0,1
2267,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Indiana,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754731.0,0,0,0,1
2268,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Indiana,Male,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0,,6754731.0,0,0,0,1
2269,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Indiana,Male,15-24 years,0.0,69.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6754731.0,0,0,0,1
