,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
4081,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,Under 1 year,0.0,92.0,0.0,0.0,0.0,0.0,
4082,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,0-17 years,0.0,197.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4083,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,1-4 years,0.0,22.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4084,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,5-14 years,0.0,33.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4085,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,15-24 years,0.0,196.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4086,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,18-29 years,0.0,278.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4087,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,25-34 years,0.0,293.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4088,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,30-39 years,0.0,379.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4089,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,35-44 years,15.0,456.0,10.0,0.0,0.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4090,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,40-49 years,32.0,562.0,18.0,12.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4091,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,45-54 years,48.0,764.0,44.0,22.0,0.0,71.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4092,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,50-64 years,152.0,2356.0,172.0,70.0,0.0,261.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4093,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,55-64 years,125.0,1916.0,141.0,57.0,0.0,216.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4094,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,65-74 years,331.0,3281.0,279.0,158.0,11.0,462.0,
4095,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,75-84 years,467.0,4365.0,379.0,203.0,0.0,646.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4096,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,All Sexes,85 years and over,551.0,5045.0,370.0,198.0,0.0,730.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4097,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,All Ages,891.0,8815.0,723.0,404.0,21.0,1228.0,
4098,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,Under 1 year,0.0,52.0,0.0,0.0,0.0,0.0,
4099,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,0-17 years,0.0,124.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4100,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,1-4 years,0.0,15.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4101,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,5-14 years,0.0,25.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4102,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,15-24 years,0.0,149.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4103,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,18-29 years,0.0,206.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4104,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,25-34 years,0.0,187.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4105,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,30-39 years,0.0,243.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4106,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,35-44 years,0.0,299.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4107,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,40-49 years,19.0,361.0,0.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4108,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,45-54 years,27.0,473.0,21.0,10.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4109,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,50-64 years,93.0,1405.0,95.0,40.0,0.0,153.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4110,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,55-64 years,78.0,1139.0,79.0,34.0,0.0,128.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4111,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,65-74 years,208.0,1919.0,171.0,103.0,0.0,284.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4112,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,75-84 years,302.0,2394.0,250.0,137.0,0.0,416.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4113,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Male,85 years and over,263.0,2163.0,191.0,115.0,0.0,340.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4114,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,All Ages,650.0,7648.0,510.0,240.0,14.0,933.0,
4115,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,Under 1 year,0.0,40.0,0.0,0.0,0.0,0.0,
4116,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,0-17 years,0.0,73.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4117,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4118,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4119,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,15-24 years,0.0,47.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4120,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,18-29 years,0.0,72.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4121,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,25-34 years,0.0,106.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4122,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,30-39 years,0.0,136.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4123,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,35-44 years,0.0,157.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4124,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,40-49 years,13.0,201.0,0.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4125,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,45-54 years,21.0,291.0,23.0,12.0,0.0,32.0,
4126,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,50-64 years,59.0,951.0,77.0,30.0,0.0,108.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4127,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,55-64 years,47.0,777.0,62.0,23.0,0.0,88.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4128,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,65-74 years,123.0,1362.0,108.0,55.0,0.0,178.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4129,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,75-84 years,165.0,1971.0,129.0,66.0,0.0,230.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4130,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Idaho,Female,85 years and over,288.0,2882.0,179.0,83.0,0.0,390.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4131,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,All Ages,346.0,2426.0,258.0,186.0,0.0,418.0,
4132,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4133,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,0-17 years,0.0,22.0,0.0,0.0,0.0,0.0,
4134,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4135,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4136,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,15-24 years,0.0,28.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4137,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,18-29 years,0.0,33.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4138,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,25-34 years,0.0,42.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4139,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,30-39 years,0.0,58.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4140,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,35-44 years,0.0,59.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4141,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,40-49 years,0.0,66.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4142,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,45-54 years,0.0,86.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4143,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,50-64 years,39.0,355.0,32.0,24.0,0.0,47.0,
4144,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,55-64 years,32.0,305.0,26.0,20.0,0.0,38.0,
4145,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,65-74 years,71.0,505.0,62.0,45.0,0.0,88.0,
4146,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,75-84 years,122.0,643.0,82.0,62.0,0.0,142.0,
4147,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,All Sexes,85 years and over,104.0,744.0,75.0,50.0,0.0,129.0,
4148,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,All Ages,208.0,1323.0,158.0,114.0,0.0,252.0,
4149,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4150,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,0-17 years,0.0,12.0,0.0,0.0,0.0,0.0,
4151,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4152,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4153,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,15-24 years,0.0,23.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4154,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,18-29 years,0.0,26.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4155,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,25-34 years,0.0,29.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4156,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,30-39 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4157,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,35-44 years,0.0,35.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4158,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,40-49 years,0.0,37.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4159,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,45-54 years,0.0,52.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4160,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,50-64 years,25.0,219.0,20.0,14.0,0.0,31.0,
4161,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,55-64 years,21.0,186.0,16.0,12.0,0.0,25.0,
4162,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,65-74 years,46.0,299.0,38.0,27.0,0.0,57.0,
4163,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,75-84 years,76.0,371.0,56.0,43.0,0.0,89.0,
4164,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Male,85 years and over,56.0,321.0,40.0,28.0,0.0,68.0,
4165,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,All Ages,138.0,1103.0,100.0,72.0,0.0,166.0,
4166,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4167,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,0-17 years,0.0,10.0,0.0,0.0,0.0,0.0,
4168,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4169,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,
4170,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4171,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,18-29 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4172,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,25-34 years,0.0,13.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4173,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,30-39 years,0.0,20.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4174,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,35-44 years,0.0,24.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4175,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,40-49 years,0.0,29.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4176,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,45-54 years,0.0,34.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4177,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,50-64 years,14.0,136.0,12.0,10.0,0.0,16.0,
4178,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,55-64 years,11.0,119.0,10.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4179,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,65-74 years,25.0,206.0,24.0,18.0,0.0,31.0,
4180,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,75-84 years,46.0,272.0,26.0,19.0,0.0,53.0,
4181,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Idaho,Female,85 years and over,48.0,423.0,35.0,22.0,0.0,61.0,
4182,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,All Ages,16638.0,128655.0,14386.0,7995.0,223.0,23247.0,
4183,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,Under 1 year,0.0,666.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4184,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,0-17 years,0.0,1173.0,20.0,0.0,0.0,27.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4185,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,1-4 years,0.0,117.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4186,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,5-14 years,0.0,190.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4187,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,15-24 years,26.0,1336.0,21.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4188,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,18-29 years,61.0,2367.0,61.0,26.0,0.0,100.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4189,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,25-34 years,114.0,2558.0,95.0,44.0,0.0,168.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4190,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,30-39 years,196.0,2978.0,155.0,83.0,0.0,272.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4191,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,35-44 years,288.0,3657.0,227.0,119.0,0.0,404.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4192,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,40-49 years,466.0,4790.0,354.0,197.0,0.0,629.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4193,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,45-54 years,758.0,6949.0,623.0,352.0,0.0,1038.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4194,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,50-64 years,2297.0,20691.0,2094.0,1174.0,46.0,3262.0,
4195,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,55-64 years,1834.0,16526.0,1699.0,956.0,39.0,2615.0,
4196,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,65-74 years,3448.0,25040.0,3091.0,1823.0,34.0,4749.0,
4197,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,75-84 years,4405.0,30655.0,4056.0,2278.0,54.0,6235.0,
4198,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,All Sexes,85 years and over,5761.0,40961.0,4555.0,2412.0,70.0,7973.0,
4199,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,All Ages,8982.0,66370.0,7883.0,4590.0,96.0,12368.0,
4200,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,Under 1 year,0.0,381.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4201,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,0-17 years,0.0,696.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4202,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,1-4 years,0.0,61.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4203,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,5-14 years,0.0,105.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4204,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,15-24 years,16.0,993.0,14.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4205,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,18-29 years,41.0,1784.0,40.0,16.0,0.0,67.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4206,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,25-34 years,73.0,1892.0,58.0,24.0,0.0,109.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4207,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,30-39 years,129.0,2061.0,94.0,52.0,0.0,173.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4208,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,35-44 years,204.0,2454.0,143.0,82.0,0.0,269.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4209,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,40-49 years,339.0,3174.0,224.0,140.0,0.0,427.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4210,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,45-54 years,525.0,4474.0,395.0,238.0,0.0,687.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4211,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,50-64 years,1494.0,12899.0,1291.0,762.0,23.0,2045.0,
4212,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,55-64 years,1185.0,10254.0,1040.0,620.0,20.0,1624.0,
4213,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,65-74 years,2158.0,14515.0,1911.0,1166.0,17.0,2920.0,
4214,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,75-84 years,2473.0,15730.0,2287.0,1341.0,24.0,3442.0,
4215,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Illinois,Male,85 years and over,2345.0,15511.0,2027.0,1111.0,23.0,3283.0,
