,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population
3455,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0,,21724034.0
3456,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,15-24 years,0.0,52.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3458,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,25-34 years,0.0,145.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3460,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,35-44 years,0.0,207.0,13.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3462,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,45-54 years,13.0,357.0,21.0,0.0,0.0,28.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3464,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,55-64 years,30.0,911.0,60.0,17.0,0.0,74.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3465,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,65-74 years,87.0,1500.0,129.0,42.0,0.0,176.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3466,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,75-84 years,134.0,2149.0,171.0,66.0,0.0,241.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3467,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Florida,Female,85 years and over,278.0,3466.0,283.0,130.0,0.0,431.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21724034.0
3486,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,Under 1 year,0.0,65.0,0.0,0.0,0.0,0.0,,21730976.0
3488,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,1-4 years,0.0,13.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3489,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,5-14 years,0.0,17.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3490,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,15-24 years,0.0,167.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3492,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,25-34 years,0.0,307.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3494,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,35-44 years,14.0,410.0,19.0,0.0,0.0,26.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3496,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,45-54 years,40.0,706.0,51.0,22.0,0.0,69.0,,21730976.0
3498,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,55-64 years,70.0,1434.0,103.0,35.0,0.0,138.0,,21730976.0
3499,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,65-74 years,131.0,2205.0,199.0,79.0,0.0,251.0,,21730976.0
3500,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,75-84 years,141.0,2437.0,241.0,71.0,0.0,311.0,,21730976.0
3501,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Male,85 years and over,168.0,2427.0,234.0,85.0,0.0,317.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3503,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,Under 1 year,0.0,47.0,0.0,0.0,0.0,0.0,,21730976.0
3505,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3506,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0,,21730976.0
3507,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,15-24 years,0.0,54.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3509,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,25-34 years,0.0,122.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3511,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,35-44 years,0.0,206.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3513,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,45-54 years,13.0,346.0,19.0,0.0,0.0,26.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3515,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,55-64 years,37.0,863.0,71.0,24.0,0.0,84.0,,21730976.0
3516,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,65-74 years,75.0,1469.0,130.0,38.0,0.0,167.0,,21730976.0
3517,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,75-84 years,125.0,2098.0,169.0,56.0,0.0,238.0,,21730976.0
3518,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Florida,Female,85 years and over,245.0,3385.0,240.0,112.0,0.0,374.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21730976.0
3537,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,Under 1 year,0.0,52.0,0.0,0.0,0.0,0.0,,21733312.0
3539,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,1-4 years,0.0,12.0,0.0,0.0,0.0,0.0,,21733312.0
3540,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,5-14 years,0.0,18.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3541,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,15-24 years,0.0,145.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3543,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,25-34 years,24.0,313.0,20.0,11.0,0.0,33.0,,21733312.0
3545,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,35-44 years,62.0,463.0,42.0,35.0,0.0,69.0,,21733312.0
3547,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,45-54 years,151.0,744.0,102.0,78.0,0.0,175.0,,21733312.0
3549,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,55-64 years,374.0,1895.0,252.0,180.0,0.0,446.0,,21733312.0
3550,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,65-74 years,616.0,2740.0,444.0,310.0,0.0,751.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3551,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,75-84 years,788.0,3351.0,586.0,425.0,0.0,951.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3552,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Male,85 years and over,693.0,3018.0,497.0,350.0,0.0,841.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3554,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,Under 1 year,0.0,44.0,0.0,0.0,0.0,0.0,,21733312.0
3556,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,1-4 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3557,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,5-14 years,0.0,16.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3558,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,15-24 years,0.0,49.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3560,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,25-34 years,10.0,134.0,12.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3562,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,35-44 years,45.0,270.0,30.0,21.0,0.0,54.0,,21733312.0
3564,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,45-54 years,83.0,431.0,53.0,36.0,0.0,100.0,,21733312.0
3566,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,55-64 years,210.0,1152.0,165.0,107.0,0.0,268.0,,21733312.0
3567,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,65-74 years,412.0,1900.0,301.0,210.0,0.0,503.0,,21733312.0
3568,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,75-84 years,671.0,2794.0,460.0,347.0,0.0,785.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3569,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Florida,Female,85 years and over,819.0,4400.0,526.0,364.0,0.0,981.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21733312.0
3588,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,Under 1 year,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3590,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3591,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0,,10685193.0
3592,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,15-24 years,0.0,63.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3594,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,25-34 years,0.0,106.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3596,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,35-44 years,0.0,159.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3598,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,45-54 years,0.0,316.0,12.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3600,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,55-64 years,0.0,709.0,33.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3601,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,65-74 years,0.0,925.0,64.0,0.0,12.0,76.0,,10685193.0
3602,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,75-84 years,0.0,993.0,77.0,0.0,0.0,82.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3603,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Male,85 years and over,0.0,697.0,53.0,0.0,0.0,58.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3605,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0,,10685193.0
3607,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3608,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3609,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,15-24 years,0.0,27.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3611,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,25-34 years,0.0,55.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3613,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,35-44 years,0.0,91.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3615,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,45-54 years,0.0,230.0,14.0,0.0,0.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3617,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,55-64 years,0.0,506.0,27.0,0.0,12.0,39.0,,10685193.0
3618,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,65-74 years,0.0,771.0,39.0,0.0,11.0,50.0,,10685193.0
3619,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,75-84 years,0.0,990.0,57.0,0.0,0.0,65.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3620,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Georgia,Female,85 years and over,0.0,1227.0,52.0,0.0,0.0,53.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10685193.0
3639,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,Under 1 year,0.0,42.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3641,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,1-4 years,0.0,10.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3642,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,5-14 years,0.0,13.0,0.0,0.0,0.0,0.0,,10692418.0
3643,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,15-24 years,0.0,68.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3645,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,25-34 years,0.0,109.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3647,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,35-44 years,0.0,147.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3649,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,45-54 years,0.0,283.0,0.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3651,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,55-64 years,0.0,682.0,33.0,0.0,0.0,37.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3652,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,65-74 years,0.0,918.0,53.0,0.0,0.0,58.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3653,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,75-84 years,0.0,894.0,53.0,0.0,0.0,55.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3654,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Male,85 years and over,0.0,649.0,39.0,0.0,0.0,43.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3656,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,Under 1 year,0.0,29.0,0.0,0.0,0.0,0.0,,10692418.0
3658,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,1-4 years,0.0,10.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3659,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3660,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,15-24 years,0.0,27.0,0.0,0.0,0.0,0.0,,10692418.0
3662,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,25-34 years,0.0,46.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3664,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,35-44 years,0.0,88.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3666,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,45-54 years,0.0,214.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3668,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,55-64 years,0.0,455.0,25.0,0.0,0.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3669,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,65-74 years,0.0,709.0,31.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3670,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,75-84 years,0.0,869.0,44.0,0.0,0.0,50.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3671,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Georgia,Female,85 years and over,0.0,1138.0,57.0,0.0,0.0,62.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10692418.0
3690,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,Under 1 year,0.0,28.0,0.0,0.0,0.0,0.0,,10698560.0
3692,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,1-4 years,0.0,16.0,0.0,0.0,0.0,0.0,,10698560.0
3693,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3694,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,15-24 years,0.0,68.0,0.0,0.0,0.0,0.0,,10698560.0
3696,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,25-34 years,0.0,118.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3698,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,35-44 years,0.0,177.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3700,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,45-54 years,0.0,302.0,14.0,0.0,0.0,21.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3702,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,55-64 years,19.0,731.0,48.0,0.0,0.0,59.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3703,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,65-74 years,37.0,977.0,86.0,19.0,0.0,108.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3704,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,75-84 years,40.0,966.0,95.0,22.0,0.0,119.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3705,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Male,85 years and over,16.0,752.0,64.0,0.0,0.0,74.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3707,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,Under 1 year,0.0,31.0,0.0,0.0,0.0,0.0,,10698560.0
3709,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,1-4 years,0.0,10.0,0.0,0.0,0.0,0.0,,10698560.0
3710,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3711,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,15-24 years,0.0,24.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3713,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,25-34 years,0.0,54.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3715,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,35-44 years,0.0,114.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3717,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,45-54 years,0.0,218.0,15.0,0.0,0.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3719,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,55-64 years,15.0,507.0,33.0,0.0,0.0,47.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3720,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,65-74 years,22.0,781.0,65.0,14.0,0.0,75.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3721,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,75-84 years,19.0,944.0,66.0,11.0,0.0,78.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3722,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Georgia,Female,85 years and over,20.0,1173.0,71.0,0.0,0.0,83.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10698560.0
3741,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,Under 1 year,0.0,29.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3743,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3744,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,5-14 years,0.0,13.0,0.0,0.0,0.0,0.0,,10703486.0
3745,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,15-24 years,0.0,71.0,0.0,0.0,0.0,0.0,,10703486.0
3747,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,25-34 years,0.0,143.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3749,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,35-44 years,0.0,190.0,12.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
3751,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,45-54 years,38.0,325.0,27.0,17.0,0.0,48.0,,10703486.0
3753,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Georgia,Male,55-64 years,97.0,755.0,79.0,37.0,0.0,143.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10703486.0
