,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
770,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,15-24 years,10.0,942.0,16.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
771,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,18-29 years,19.0,1637.0,28.0,0.0,0.0,42.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
772,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,25-34 years,30.0,1855.0,43.0,13.0,0.0,64.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
773,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,30-39 years,60.0,2135.0,69.0,27.0,0.0,109.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
774,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,35-44 years,111.0,2457.0,141.0,60.0,0.0,197.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
775,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,40-49 years,188.0,3232.0,244.0,106.0,0.0,334.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
776,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,45-54 years,317.0,4655.0,400.0,176.0,14.0,555.0,
777,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,50-64 years,1291.0,14169.0,1499.0,726.0,33.0,2096.0,
778,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,55-64 years,1092.0,11398.0,1244.0,614.0,26.0,1747.0,
779,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,65-74 years,2276.0,17699.0,2326.0,1260.0,33.0,3374.0,
780,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,75-84 years,3442.0,21713.0,3049.0,1739.0,47.0,4796.0,
781,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,All Sexes,85 years and over,4213.0,25599.0,2892.0,1564.0,46.0,5586.0,
782,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,All Ages,5912.0,44670.0,5500.0,3066.0,81.0,8423.0,
783,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,Under 1 year,0.0,266.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
784,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,0-17 years,0.0,502.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
785,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,1-4 years,0.0,47.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
786,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,5-14 years,0.0,88.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
787,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,15-24 years,0.0,703.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
788,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,18-29 years,0.0,1177.0,14.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
789,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,25-34 years,20.0,1281.0,28.0,10.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
790,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,30-39 years,33.0,1442.0,39.0,15.0,0.0,60.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
791,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,35-44 years,66.0,1602.0,78.0,35.0,0.0,111.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
792,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,40-49 years,116.0,2019.0,133.0,59.0,0.0,195.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
793,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,45-54 years,187.0,2876.0,218.0,97.0,0.0,315.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
794,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,50-64 years,794.0,8620.0,858.0,439.0,16.0,1228.0,
795,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,55-64 years,676.0,6897.0,716.0,374.0,14.0,1031.0,
796,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,65-74 years,1362.0,10092.0,1370.0,773.0,16.0,1974.0,
797,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,75-84 years,1914.0,11169.0,1746.0,1022.0,25.0,2661.0,
798,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Male,85 years and over,1680.0,9649.0,1334.0,754.0,14.0,2274.0,
799,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,All Ages,5583.0,42398.0,4618.0,2363.0,98.0,7934.0,
800,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,Under 1 year,0.0,247.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
801,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,0-17 years,0.0,382.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
802,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,1-4 years,0.0,37.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
803,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,5-14 years,0.0,65.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
804,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,15-24 years,0.0,239.0,0.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
805,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,18-29 years,11.0,460.0,14.0,0.0,0.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
806,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,25-34 years,10.0,574.0,15.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
807,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,30-39 years,27.0,693.0,30.0,12.0,0.0,49.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
808,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,35-44 years,45.0,855.0,63.0,25.0,0.0,86.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
809,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,40-49 years,72.0,1213.0,111.0,47.0,0.0,139.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
810,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,45-54 years,130.0,1779.0,182.0,79.0,0.0,240.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
811,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,50-64 years,497.0,5549.0,641.0,287.0,17.0,868.0,
812,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,55-64 years,416.0,4501.0,528.0,240.0,12.0,716.0,
813,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,65-74 years,914.0,7607.0,956.0,487.0,17.0,1400.0,
814,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,75-84 years,1528.0,10544.0,1303.0,717.0,22.0,2135.0,
815,3/10/2021,1/1/2020,3/6/2021,By Total,,,Indiana,Female,85 years and over,2533.0,15950.0,1558.0,810.0,32.0,3312.0,
816,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,All Ages,5675.0,40564.0,3931.0,1964.0,98.0,7737.0,
817,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,Under 1 year,0.0,150.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
818,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,0-17 years,0.0,296.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
819,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,1-4 years,0.0,36.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
820,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,5-14 years,0.0,56.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
821,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,15-24 years,0.0,312.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
822,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,18-29 years,13.0,503.0,15.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
823,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,25-34 years,21.0,554.0,20.0,10.0,0.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
824,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,30-39 years,35.0,688.0,23.0,10.0,0.0,49.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
825,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,35-44 years,44.0,843.0,35.0,12.0,0.0,67.0,
826,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,40-49 years,66.0,1125.0,58.0,28.0,0.0,96.0,
827,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,45-54 years,142.0,1750.0,124.0,66.0,0.0,202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
828,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,50-64 years,555.0,5558.0,464.0,232.0,12.0,798.0,
829,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,55-64 years,459.0,4469.0,376.0,187.0,10.0,657.0,
830,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,65-74 years,966.0,7550.0,779.0,401.0,24.0,1367.0,
831,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,75-84 years,1592.0,9962.0,1096.0,554.0,23.0,2156.0,
832,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,All Sexes,85 years and over,2446.0,14882.0,1488.0,732.0,34.0,3236.0,
833,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,All Ages,2947.0,20639.0,2159.0,1115.0,39.0,4027.0,
834,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,Under 1 year,0.0,79.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
835,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,0-17 years,0.0,176.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
836,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,1-4 years,0.0,22.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
837,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,5-14 years,0.0,36.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
838,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,15-24 years,0.0,230.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
839,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,18-29 years,0.0,368.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
840,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,25-34 years,0.0,393.0,0.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
841,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,30-39 years,22.0,471.0,12.0,0.0,0.0,30.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
842,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,35-44 years,30.0,555.0,23.0,0.0,0.0,44.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
843,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,40-49 years,37.0,718.0,38.0,19.0,0.0,56.0,
844,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,45-54 years,88.0,1098.0,78.0,42.0,0.0,125.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
845,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,50-64 years,365.0,3483.0,293.0,155.0,0.0,507.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
846,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,55-64 years,302.0,2803.0,238.0,126.0,0.0,417.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
847,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,65-74 years,577.0,4418.0,468.0,236.0,11.0,819.0,
848,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,75-84 years,892.0,5227.0,631.0,335.0,11.0,1198.0,
849,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Male,85 years and over,1049.0,5778.0,705.0,364.0,0.0,1399.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
850,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,All Ages,2728.0,19925.0,1772.0,849.0,59.0,3710.0,
851,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,Under 1 year,0.0,71.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
852,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,0-17 years,0.0,120.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
853,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,1-4 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
854,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,5-14 years,0.0,20.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
855,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,15-24 years,0.0,82.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
856,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,18-29 years,0.0,135.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
857,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,25-34 years,12.0,161.0,11.0,0.0,0.0,18.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
858,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,30-39 years,13.0,217.0,11.0,0.0,0.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
859,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,35-44 years,14.0,288.0,12.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
860,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,40-49 years,29.0,407.0,20.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
861,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,45-54 years,54.0,652.0,46.0,24.0,0.0,77.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
862,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,50-64 years,190.0,2075.0,171.0,77.0,0.0,291.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
863,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,55-64 years,157.0,1666.0,138.0,61.0,0.0,240.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
864,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,65-74 years,389.0,3132.0,311.0,165.0,13.0,548.0,
865,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,75-84 years,700.0,4735.0,465.0,219.0,12.0,958.0,
866,3/10/2021,1/1/2020,3/6/2021,By Total,,,Iowa,Female,85 years and over,1397.0,9104.0,783.0,368.0,25.0,1837.0,
867,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,All Ages,4620.0,36369.0,3611.0,1961.0,122.0,6389.0,
868,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,Under 1 year,0.0,209.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
869,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,0-17 years,0.0,355.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
870,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,1-4 years,0.0,27.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
871,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,5-14 years,0.0,60.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
872,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,15-24 years,0.0,408.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
873,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,18-29 years,18.0,641.0,13.0,0.0,0.0,25.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
874,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,25-34 years,22.0,659.0,18.0,0.0,0.0,37.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
875,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,30-39 years,35.0,781.0,31.0,10.0,0.0,58.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
876,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,35-44 years,58.0,961.0,50.0,20.0,0.0,89.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
877,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,40-49 years,103.0,1240.0,76.0,36.0,0.0,150.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
878,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,45-54 years,167.0,1737.0,134.0,74.0,0.0,234.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
879,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,50-64 years,534.0,5491.0,489.0,272.0,22.0,773.0,
880,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,55-64 years,434.0,4447.0,401.0,223.0,21.0,633.0,
881,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,65-74 years,868.0,7072.0,775.0,408.0,23.0,1257.0,
882,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,75-84 years,1320.0,8758.0,1027.0,618.0,38.0,1765.0,
883,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,All Sexes,85 years and over,1741.0,12031.0,1194.0,610.0,27.0,2352.0,
884,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,All Ages,2499.0,18975.0,2025.0,1145.0,57.0,3433.0,
885,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,Under 1 year,0.0,119.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
886,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,0-17 years,0.0,210.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
887,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,1-4 years,0.0,15.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
888,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,5-14 years,0.0,37.0,0.0,0.0,0.0,0.0,
889,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,15-24 years,0.0,319.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
890,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,18-29 years,11.0,503.0,11.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
891,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,25-34 years,14.0,480.0,14.0,0.0,0.0,25.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
892,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,30-39 years,24.0,524.0,21.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
893,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,35-44 years,40.0,623.0,33.0,14.0,0.0,60.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
894,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,40-49 years,71.0,788.0,53.0,28.0,0.0,99.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
895,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,45-54 years,101.0,1054.0,76.0,43.0,0.0,136.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
896,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,50-64 years,328.0,3318.0,289.0,167.0,11.0,461.0,
897,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,55-64 years,273.0,2696.0,246.0,143.0,11.0,387.0,
898,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,65-74 years,520.0,4156.0,473.0,256.0,11.0,747.0,
899,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,75-84 years,790.0,4667.0,614.0,391.0,19.0,1030.0,
900,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Male,85 years and over,755.0,4809.0,559.0,291.0,11.0,1034.0,
901,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,All Ages,2121.0,17394.0,1586.0,816.0,65.0,2956.0,
902,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,Under 1 year,0.0,90.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
903,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,0-17 years,0.0,145.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
904,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,1-4 years,0.0,12.0,0.0,0.0,0.0,0.0,
905,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,5-14 years,0.0,23.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
906,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,15-24 years,0.0,89.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
907,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,18-29 years,0.0,138.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
908,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,25-34 years,0.0,179.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
909,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,30-39 years,11.0,257.0,10.0,0.0,0.0,18.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
910,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,35-44 years,18.0,338.0,17.0,0.0,0.0,29.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
911,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,40-49 years,32.0,452.0,23.0,0.0,0.0,51.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
912,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,45-54 years,66.0,683.0,58.0,31.0,0.0,98.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
913,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,50-64 years,206.0,2173.0,200.0,105.0,11.0,312.0,
914,3/10/2021,1/1/2020,3/6/2021,By Total,,,Kansas,Female,55-64 years,161.0,1751.0,155.0,80.0,10.0,246.0,
