,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population,Mandate
3239,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Iowa,Female,85 years and over,0.0,582.0,49.0,0.0,12.0,64.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162239.0,0
3240,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3241,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3242,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3243,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,15-24 years,0.0,17.0,0.0,0.0,0.0,0.0,,3162570.0,0
3244,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,18-29 years,0.0,22.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3245,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,25-34 years,0.0,26.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3246,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,30-39 years,0.0,39.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3247,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,35-44 years,0.0,40.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3248,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,40-49 years,0.0,54.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3249,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,45-54 years,0.0,76.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3250,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,50-64 years,15.0,242.0,14.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3251,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,55-64 years,11.0,201.0,10.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3252,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,65-74 years,21.0,315.0,26.0,0.0,0.0,44.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3253,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,75-84 years,20.0,331.0,28.0,0.0,0.0,43.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3254,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Male,85 years and over,23.0,358.0,30.0,0.0,0.0,50.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3255,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3256,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,3162570.0,0
3257,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3258,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3259,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,18-29 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3260,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,25-34 years,0.0,10.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3261,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,30-39 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3262,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,35-44 years,0.0,20.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3263,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,40-49 years,0.0,27.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3264,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,45-54 years,0.0,45.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3265,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,50-64 years,14.0,158.0,13.0,0.0,0.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3266,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,55-64 years,0.0,128.0,10.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3267,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,65-74 years,15.0,207.0,19.0,0.0,0.0,30.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3268,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,75-84 years,16.0,278.0,25.0,0.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3269,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Iowa,Female,85 years and over,37.0,582.0,40.0,10.0,0.0,68.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162570.0,0
3270,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3271,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3272,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3273,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0,,3162900.0,0
3274,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,18-29 years,0.0,32.0,0.0,0.0,0.0,0.0,,3162900.0,0
3275,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,25-34 years,0.0,36.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3276,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,30-39 years,0.0,44.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3277,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,35-44 years,0.0,48.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3278,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,40-49 years,0.0,46.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3279,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,45-54 years,11.0,85.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3280,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,50-64 years,43.0,268.0,30.0,21.0,0.0,52.0,,3162900.0,0
3281,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,55-64 years,32.0,207.0,22.0,15.0,0.0,39.0,,3162900.0,0
3282,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,65-74 years,57.0,327.0,32.0,20.0,0.0,69.0,,3162900.0,0
3283,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,75-84 years,50.0,311.0,28.0,12.0,0.0,66.0,,3162900.0,0
3284,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Male,85 years and over,68.0,399.0,30.0,15.0,0.0,83.0,,3162900.0,0
3285,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,Under 1 year,0.0,13.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3286,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3287,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3288,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3289,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,18-29 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3290,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,25-34 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3291,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,30-39 years,0.0,18.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3292,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,35-44 years,0.0,30.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3293,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,40-49 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3294,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,45-54 years,0.0,39.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3295,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,50-64 years,24.0,160.0,20.0,10.0,0.0,34.0,,3162900.0,0
3296,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,55-64 years,22.0,138.0,16.0,0.0,0.0,29.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3162900.0,0
3297,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,65-74 years,37.0,246.0,23.0,11.0,0.0,49.0,,3162900.0,0
3298,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,75-84 years,48.0,345.0,31.0,15.0,0.0,64.0,,3162900.0,0
3299,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Iowa,Female,85 years and over,77.0,621.0,32.0,13.0,0.0,96.0,,3162900.0,0
3300,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,Under 1 year,0.0,10.0,0.0,0.0,0.0,0.0,,3163231.0,0
3301,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,3163231.0,0
3302,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3303,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,15-24 years,0.0,13.0,0.0,0.0,0.0,0.0,,3163231.0,0
3304,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,18-29 years,0.0,30.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3305,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,25-34 years,0.0,32.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3306,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,30-39 years,0.0,30.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3307,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,35-44 years,0.0,43.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3308,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,40-49 years,0.0,45.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3309,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,45-54 years,0.0,70.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3310,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,50-64 years,18.0,249.0,17.0,10.0,0.0,25.0,,3163231.0,0
3311,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,55-64 years,14.0,198.0,12.0,0.0,0.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3312,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,65-74 years,24.0,274.0,22.0,0.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3313,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,75-84 years,17.0,299.0,22.0,0.0,0.0,36.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3314,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Male,85 years and over,24.0,330.0,24.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3315,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3316,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3317,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,3163231.0,0
3318,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3319,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,18-29 years,0.0,12.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3320,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,25-34 years,0.0,18.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3321,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,30-39 years,0.0,26.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3322,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,35-44 years,0.0,23.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3323,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,40-49 years,0.0,25.0,0.0,0.0,0.0,0.0,,3163231.0,0
3324,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,45-54 years,0.0,40.0,0.0,0.0,0.0,0.0,,3163231.0,0
3325,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,50-64 years,0.0,142.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3326,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,55-64 years,0.0,117.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3327,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,65-74 years,16.0,213.0,15.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3328,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,75-84 years,19.0,277.0,21.0,0.0,0.0,34.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3329,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Iowa,Female,85 years and over,25.0,524.0,24.0,0.0,0.0,43.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163231.0,0
3330,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3331,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3332,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3333,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,15-24 years,0.0,26.0,0.0,0.0,0.0,0.0,,3163561.0,0
3334,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,18-29 years,0.0,32.0,0.0,0.0,0.0,0.0,,3163561.0,0
3335,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,25-34 years,0.0,25.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3336,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,30-39 years,0.0,33.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3337,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,35-44 years,0.0,42.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3338,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,40-49 years,0.0,61.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3339,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,45-54 years,0.0,85.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3340,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,50-64 years,20.0,236.0,11.0,0.0,0.0,25.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3341,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,55-64 years,19.0,188.0,0.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3342,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,65-74 years,18.0,297.0,12.0,0.0,0.0,26.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3343,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,75-84 years,24.0,319.0,24.0,0.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3344,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Male,85 years and over,32.0,368.0,27.0,0.0,0.0,50.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3345,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3346,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3347,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3348,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3349,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,18-29 years,0.0,12.0,0.0,0.0,0.0,0.0,,3163561.0,0
3350,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,25-34 years,0.0,16.0,0.0,0.0,0.0,0.0,,3163561.0,0
3351,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,30-39 years,0.0,15.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3352,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,35-44 years,0.0,22.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3353,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,40-49 years,0.0,32.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3354,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,45-54 years,0.0,46.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3355,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,50-64 years,0.0,155.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3356,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,55-64 years,0.0,125.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3357,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,65-74 years,15.0,212.0,14.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
3358,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,Iowa,Female,75-84 years,20.0,326.0,19.0,0.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3163561.0,0
